order_id,customer_id,order_date,status,total_amount
102611,1035,2023-09-19,refunded,2893.58
102612,1005,2024-10-15,pending,2549.06
102613,1012,2025-04-27,refunded,4908.62
102614,1015,2023-10-11,completed,2173.91
102615,1008,2025-10-15,shipped,1608.56
102616,1048,2024-04-16,completed,2889.8
102617,1007,2025-05-13,shipped,3721.61
102618,1018,2024-03-25,completed,240.32
102619,1037,2023-01-06,refunded,1166.6
102620,1032,2025-08-28,completed,3495.71
102621,1047,2024-12-16,refunded,1006.04
102622,1042,2023-10-13,pending,336.34
102623,1039,2025-05-12,completed,3922.3
102624,1021,2023-04-25,completed,3300.06
102625,1048,2023-10-21,cancelled,157.5
102626,1047,2025-05-19,completed,84.0
102627,1004,2023-06-01,refunded,560.71
102628,1025,2023-11-20,completed,405.88
102629,1039,2023-06-11,completed,3653.46
102630,1033,2025-05-02,refunded,3357.91
102631,1021,2023-10-14,shipped,6320.15
102632,1004,2024-09-05,pending,2568.93
102633,1015,2025-06-28,cancelled,3764.2
102634,1033,2023-08-16,completed,2525.6
102635,1012,2023-03-07,refunded,1774.0
102637,1024,2023-11-25,pending,2003.93
102638,1009,2025-07-19,cancelled,1806.31
102639,1043,2025-10-24,cancelled,1247.2
102640,1041,2023-11-18,completed,4446.19
102642,1021,2023-09-14,completed,1347.48
102643,1038,2023-04-25,pending,4754.08
102644,1018,2023-06-08,pending,511.84
102645,1048,2025-04-09,completed,3673.96
102646,1015,2025-01-30,pending,2429.89
102647,1030,2023-08-11,completed,821.54
102648,1025,2024-11-18,completed,4365.39
102649,1028,2023-08-07,completed,4532.1
102650,1036,2024-09-25,shipped,4371.65
102651,1039,2023-03-08,completed,3589.36
102652,1010,2023-04-02,refunded,1948.5
102653,1044,2023-04-09,completed,2443.5
102654,1046,2023-01-18,refunded,2997.04
102655,1006,2025-03-26,completed,2353.76
102656,1020,2025-03-11,completed,3718.44
102657,1045,2023-07-19,pending,3131.12
102658,1030,2025-10-28,shipped,1771.03
102659,1025,2023-11-04,shipped,2335.56
102660,1011,2025-09-03,refunded,4163.88
102662,1034,2024-08-17,completed,650.1
102663,1014,2023-06-11,completed,1929.92
102664,1037,2024-04-19,refunded,253.57
102665,1023,2023-10-16,cancelled,3238.01
102666,1007,2025-10-24,cancelled,1962.9
102667,1023,2025-12-07,completed,596.51
102668,1045,2023-09-26,completed,1474.52
102669,1026,2025-06-01,cancelled,1079.36
102670,1039,2025-03-04,completed,2513.15
102671,1033,2023-06-03,shipped,3998.52
102672,1030,2025-10-15,refunded,1353.31
102673,1009,2024-09-25,refunded,1420.24
102674,1005,2023-06-28,completed,3512.61
102675,1042,2023-12-14,completed,2844.91
102676,1046,2025-01-14,completed,2679.6
102677,1040,2025-08-01,pending,1966.65
102678,1015,2025-06-24,completed,2297.18
102679,1026,2025-09-26,completed,932.88
102680,1050,2025-04-01,refunded,7298.29
102681,1002,2023-09-22,completed,1962.64
102682,1047,2024-10-04,completed,4666.19
102683,1002,2025-11-02,completed,3491.87
102685,1013,2023-03-29,cancelled,1193.34
102686,1018,2024-05-16,refunded,5307.85
102687,1030,2023-11-13,completed,833.98
102688,1028,2025-03-28,completed,3150.55
102689,1016,2025-08-04,completed,2988.59
102690,1015,2025-08-17,shipped,5028.25
102691,1030,2025-08-10,completed,1808.39
102692,1049,2023-08-10,refunded,403.44
102693,1045,2025-04-02,completed,761.92
102694,1037,2025-09-22,cancelled,2484.26
102695,1041,2023-08-23,pending,2722.95
102696,1004,2023-11-15,completed,3169.46
102697,1010,2024-10-17,completed,1756.42
102698,1027,2025-02-17,refunded,4700.17
102699,1004,2025-05-30,completed,3893.99
102700,1022,2023-02-16,cancelled,2106.09
102701,1014,2024-05-31,completed,1364.59
102702,1041,2023-05-22,pending,803.56
102703,1050,2025-07-13,shipped,4292.74
102704,1035,2024-06-15,refunded,3232.13
102705,1045,2025-05-27,refunded,2093.79
102706,1046,2024-02-11,pending,1106.12
102707,1018,2023-11-26,pending,1329.79
102708,1024,2025-03-07,shipped,5690.45
102709,1028,2024-02-11,cancelled,8144.96
102710,1044,2023-10-24,cancelled,5520.05
102711,1024,2024-10-10,completed,2323.29
102712,1005,2023-10-30,refunded,3530.78
102713,1040,2025-04-12,shipped,1416.97
102714,1032,2025-07-11,cancelled,2678.77
102715,1026,2023-07-19,completed,297.36
102716,1050,2024-01-20,cancelled,3092.03
102717,1012,2023-12-07,pending,1386.84
102718,1036,2024-03-05,cancelled,2335.05
102719,1047,2023-01-30,refunded,1320.57
102720,1043,2024-09-10,shipped,548.49
102721,1018,2023-09-13,pending,6681.93
102722,1050,2025-07-22,pending,607.27
102723,1007,2025-05-22,refunded,5353.42
102724,1003,2023-12-27,pending,3128.68
102725,1008,2023-11-30,pending,551.14
102726,1014,2025-06-14,completed,369.8
102727,1029,2023-07-23,refunded,7445.6
102728,1015,2023-07-03,completed,3398.05
102729,1030,2025-04-22,pending,1772.08
102730,1014,2023-07-24,pending,2772.09
102731,1016,2023-03-08,completed,294.77
102732,1038,2024-03-09,refunded,2988.71
102733,1031,2025-02-19,completed,2883.05
102734,1046,2023-09-12,refunded,3252.71
102735,1015,2025-04-25,cancelled,2478.9
102736,1024,2025-03-21,completed,1186.15
102737,1042,2025-11-05,completed,385.64
102738,1043,2024-06-25,refunded,2223.11
102739,1017,2025-04-29,completed,4929.61
102740,1026,2026-12-07,completed,2520.7
102741,1007,2025-02-05,refunded,1080.4
102742,1045,2024-10-12,completed,3374.84
102743,1039,2025-05-30,shipped,2199.84
102744,1013,2024-01-30,cancelled,2209.87
102745,1010,2023-04-16,pending,3513.19
102746,1020,2025-03-10,completed,3498.41
102747,1007,2024-10-13,completed,3706.0
102748,1019,2023-07-23,refunded,6650.71
102749,1014,2023-08-31,shipped,659.08
102750,1009,2024-06-16,completed,3312.29
102752,1029,2024-02-22,completed,1536.8
102753,1014,2023-01-24,refunded,4566.79
102754,1013,2023-02-26,cancelled,2869.44
102755,1010,2023-06-11,pending,2024.03
102756,1003,2023-09-25,cancelled,3932.99
102757,1035,2025-01-03,completed,5259.22
102758,1043,2024-03-30,completed,408.1
102759,1020,2024-05-17,refunded,3579.3
102760,1023,2025-02-13,completed,274.14
102761,1029,2024-07-17,completed,123.18
102762,1031,2023-07-31,pending,976.76
102763,1030,2023-09-09,completed,2619.6
102764,1029,2024-01-05,completed,4115.38
102765,1037,2025-01-10,pending,3651.8
102766,1050,2023-02-14,completed,236.64
102767,1037,2023-06-06,cancelled,1332.15
102768,1014,2024-10-04,pending,255.66
102769,1043,2024-01-04,completed,528.08
102770,1031,2023-03-06,completed,2030.31
102771,1013,2025-09-18,shipped,1909.02
102772,1007,2023-11-21,cancelled,1508.6
102773,1036,2023-09-07,shipped,5564.35
102774,1007,2023-02-17,shipped,2549.78
102775,1047,2024-03-18,completed,4570.5
102776,1044,2023-03-02,completed,3166.02
102777,1041,2023-09-17,completed,7968.37
102778,1046,2023-07-08,cancelled,3835.82
102780,1003,2024-08-25,cancelled,7039.65
102781,1006,2025-06-12,pending,3477.79
102782,1035,2024-05-27,completed,2659.0
102783,1049,2024-07-29,completed,71.34
102784,1034,2024-09-30,refunded,2282.46
102785,1001,2025-09-26,pending,429.84
102786,1044,2024-07-10,shipped,4736.28
102787,1001,2025-02-23,completed,4685.13
102788,1014,2025-02-04,refunded,1342.97
102789,1026,2023-12-09,shipped,3954.63
102790,1042,2025-04-19,shipped,2281.46
102791,1046,2025-12-22,pending,5100.96
102793,1044,2024-01-04,pending,4180.57
102794,1039,2025-01-02,completed,695.97
102795,1047,2025-01-31,completed,2383.83
102796,1024,2023-09-08,completed,360.54
102797,1037,2024-11-04,pending,319.77
102798,1038,2024-10-20,shipped,1959.18
102799,1012,2024-08-03,completed,6114.57
102800,1009,2023-07-30,completed,630.53
102801,1010,2023-06-03,cancelled,746.64
102802,1044,2025-06-10,refunded,4682.26
102803,1027,2024-02-08,refunded,1326.69
102804,1041,2023-04-06,pending,2929.2
102805,1034,2025-07-16,shipped,816.0
102807,1039,2025-02-23,shipped,107.24
102808,1015,2023-02-06,refunded,1440.84
102809,1003,2023-01-10,completed,806.24
102810,1026,2025-04-04,shipped,5616.85
102811,1045,2023-03-22,cancelled,555.51
102812,1030,2025-08-20,refunded,1738.91
102813,1041,2024-09-08,completed,2728.92
102814,1029,2025-03-30,shipped,1461.41
102815,1013,2025-10-08,completed,913.2
102816,1005,2025-07-19,refunded,2043.76
102817,1047,2023-09-06,shipped,925.19
102818,1027,2024-04-03,refunded,1180.05
102819,1044,2023-08-04,refunded,700.88
102820,1038,2025-06-11,completed,2849.52
102821,1008,2025-01-25,completed,2847.91
102822,1040,2023-04-18,refunded,4613.92
102823,1043,2023-04-09,completed,2756.43
102824,1041,2025-02-16,cancelled,5067.56
102825,1011,2023-10-10,pending,604.92
102826,1033,2024-10-15,refunded,5699.21
102827,1014,2025-04-26,pending,3532.25
102828,1007,2025-12-04,completed,1809.94
102829,1041,2025-09-30,completed,3522.16
102830,1038,2025-09-15,completed,1322.1
102831,1019,2024-08-29,completed,59.9
102832,1016,2024-05-11,cancelled,2109.69
102833,1018,2024-02-26,completed,5014.7
102834,1027,2025-10-09,completed,460.62
102835,1003,2024-03-18,refunded,1817.45
102836,1030,2025-09-25,completed,124.36
102837,1006,2025-12-16,refunded,2634.74
102838,1019,2024-09-30,pending,39.69
102839,1030,2025-10-30,completed,105.52
102841,1048,2025-01-14,pending,2537.62
102842,1036,2025-11-17,refunded,4104.85
102843,1041,2023-05-21,pending,2357.34
102844,1010,2024-09-21,cancelled,5102.75
102845,1030,2025-08-02,cancelled,2449.26
102846,1003,2023-02-03,completed,1633.3
102847,1016,2025-09-02,shipped,36.46
102848,1031,2024-06-27,shipped,7157.19
102849,1037,2025-06-02,completed,672.29
102850,1006,2025-06-01,completed,2745.45
102851,1047,2024-07-12,completed,3349.5
102852,1020,2025-02-22,pending,1471.4
102853,1049,2024-01-23,completed,3417.34
102854,1012,2025-12-20,pending,1062.73
102855,1017,2023-08-12,completed,1162.85
102856,1038,2023-08-16,completed,1380.32
102857,1010,2023-03-15,completed,1268.5
102858,1030,2025-12-25,completed,1696.23
102859,1049,2025-04-08,pending,1762.09
102860,1005,2024-07-03,completed,3347.53
102861,1046,2024-02-21,cancelled,760.69
102862,1020,2024-08-12,completed,1512.06
102863,1018,2025-10-27,shipped,3281.2
102864,1018,2024-09-17,completed,2602.87
102865,1034,2023-05-23,completed,3260.9
102866,1033,2025-07-21,completed,379.08
102867,1045,2025-05-26,completed,2320.01
102868,1028,2024-06-24,completed,401.88
102869,1012,2023-01-20,completed,724.68
102870,1005,2023-01-03,refunded,3305.01
102871,1026,2023-08-13,refunded,1500.9
102872,1038,2024-08-18,shipped,3039.48
102873,1023,2023-10-28,completed,3359.36
102874,1002,2024-11-18,pending,4331.24
102875,1016,2024-06-11,pending,2963.31
102876,1024,2025-07-28,refunded,2139.38
102877,1007,2024-11-14,refunded,2431.72
102878,1031,2025-09-18,completed,281.73
102879,1033,2023-02-12,pending,74.19
102880,1046,2023-10-18,pending,1261.39
102881,1047,2025-06-01,completed,395.98
102882,1048,2024-02-01,cancelled,4135.6
102883,1014,2024-07-14,cancelled,1280.88
102884,1007,2025-07-09,completed,4446.5
102885,1045,2024-12-15,pending,607.94
102887,1043,2024-07-19,completed,1988.64
102888,1018,2025-12-01,completed,2922.62
102889,1001,2023-09-09,refunded,2322.4
102890,1042,2024-12-11,completed,507.22
102891,1017,2025-10-18,completed,2246.85
102892,1007,2023-11-04,completed,1629.1
102893,1043,2023-11-30,pending,660.8
102894,1024,2024-08-26,pending,1107.99
102895,1011,2024-08-02,completed,4546.11
102896,1024,2024-09-18,pending,3179.63
102897,1027,2023-01-02,completed,2398.59
102898,1006,2024-08-03,cancelled,2561.52
102899,1029,2023-11-14,cancelled,2057.2
102900,1001,2024-02-07,shipped,77.6
102901,1038,2024-08-18,completed,1069.74
102902,1039,2024-12-27,refunded,4917.1
102903,1001,2025-03-02,pending,3955.66
102904,1040,2023-07-20,completed,2820.4
102905,1010,2023-12-21,pending,310.8
102906,1011,2024-10-22,completed,257.8
102907,1040,2024-02-13,completed,5563.44
102908,1043,2024-02-13,completed,4667.11
102909,1008,2025-08-02,completed,2523.56
102910,1030,2025-06-13,completed,3998.85
102911,1006,2024-10-03,cancelled,2174.36
102912,1046,2025-08-17,pending,1803.54
102913,1003,2025-04-20,completed,4965.51
102914,1023,2023-02-24,pending,2281.61
102915,1013,2023-10-15,completed,3178.34
102916,1047,2025-11-14,completed,5521.82
102917,1027,2024-08-23,refunded,3190.98
102918,1049,2023-09-15,cancelled,1019.2
102919,1003,2025-11-26,refunded,2433.49
102920,1041,2023-04-23,refunded,1881.41
102921,1045,2023-08-08,shipped,1341.28
102922,1010,2024-08-18,pending,1484.95
102923,1031,2023-05-05,cancelled,548.16
102924,1021,2025-11-12,cancelled,6668.83
102925,1007,2024-02-24,completed,1993.31
102926,1032,2025-10-11,completed,1445.59
102927,1043,2023-11-13,cancelled,933.12
102928,1005,2023-01-14,shipped,2281.2
102929,1028,2023-08-23,completed,3518.16
102930,1007,2023-09-05,completed,1164.6
102931,1004,2023-08-01,completed,446.49
102932,1049,2025-06-27,completed,3482.07
102933,1049,2024-09-06,pending,1285.89
102934,1008,2024-04-26,completed,46.76
102935,1016,2025-06-18,shipped,3989.62
102936,1014,2023-10-27,completed,3216.53
102937,1034,2024-05-07,shipped,2526.3
102938,1004,2024-02-15,pending,323.86
102939,1011,2023-07-24,pending,3021.14
102940,1049,2024-07-17,pending,1011.91
102941,1003,2023-08-08,pending,2736.8
102942,1025,2023-10-31,completed,5702.46
102943,1024,2025-03-08,shipped,3155.26
102944,1026,2025-06-29,completed,3879.49
102945,1020,2025-08-16,pending,123.93
102946,1046,2023-11-21,shipped,1446.3
102947,1037,2025-10-27,completed,5220.2
102948,1048,2025-12-11,shipped,2764.24
102949,1046,2023-11-07,cancelled,2598.24
102950,1003,2024-11-25,cancelled,2417.91
102951,1041,2023-10-14,refunded,2020.06
102952,1049,2024-09-12,completed,5756.67
102953,1048,2025-09-17,pending,4170.33
102954,1010,2024-01-05,cancelled,4064.7
102955,1040,2025-12-12,completed,2607.72
102956,1011,2024-12-13,shipped,1589.88
102957,1026,2023-05-19,completed,56.87
102958,1038,2023-11-22,completed,4380.85
102959,1017,2025-10-19,pending,2621.76
102960,1023,2024-04-19,refunded,3529.5
102961,1030,2024-04-29,completed,234.41
102962,1022,2025-02-25,pending,4187.17
102963,1013,2023-05-07,completed,1862.51
102964,1002,2023-05-30,refunded,4950.78
102965,1035,2023-03-02,completed,708.4
102966,1048,2025-07-09,completed,1723.44
102967,1036,2024-02-14,completed,3324.54
102968,1038,2024-08-08,completed,524.54
102969,1007,2025-06-07,refunded,3474.97
102970,1011,2023-06-26,completed,36.98
102971,1037,2023-07-17,completed,1232.48
102972,1047,2023-01-11,refunded,1562.33
102973,1045,2023-05-28,completed,2644.2
102974,1005,2025-12-17,completed,1612.69
102975,1006,2025-08-28,completed,4941.48
102976,1028,2023-10-10,pending,298.96
102977,1028,2025-02-09,shipped,2146.72
102978,1043,2025-11-25,completed,5088.36
102979,1027,2024-04-17,shipped,979.96
102980,1038,2023-02-16,refunded,4348.98
102981,1048,2024-05-29,cancelled,1630.48
102982,1042,2023-11-20,completed,2112.64
102983,1007,2024-05-09,shipped,1242.68
102984,1013,2025-03-28,completed,2863.11
102985,1011,2023-08-16,pending,3030.21
102986,1015,2024-06-22,completed,3125.46
102987,1040,2025-05-13,completed,4009.38
102988,1032,2023-05-02,completed,1629.46
102989,1022,2024-11-06,cancelled,2541.5
102991,1039,2023-05-08,pending,778.58
102992,1046,2023-03-14,completed,4104.75
102994,1009,2023-06-15,pending,1702.33
102995,1020,2024-07-08,completed,447.96
102996,1006,2025-10-14,completed,939.9
102997,1004,2025-06-02,completed,5897.54
102998,1025,2024-04-11,completed,4088.74
102999,1008,2024-02-06,shipped,682.38
103000,1009,2023-02-07,pending,2434.92
103001,1018,2025-02-11,completed,1423.95
103002,1009,2025-05-24,completed,4100.25
103003,1013,2023-08-30,completed,4520.07
103004,1001,2024-12-03,completed,1586.11
103005,1011,2023-07-08,completed,1012.72
103006,1024,2023-04-04,refunded,581.14
103007,1028,2023-04-27,completed,4807.6
103008,1042,2024-01-05,completed,1507.26
103009,1042,2024-05-15,completed,2406.42
103010,1016,2025-09-07,completed,4123.27
103011,1040,2023-06-06,shipped,697.44
103012,1038,2025-01-01,pending,1554.0
103013,1023,2025-01-21,shipped,82.01
103014,1007,2024-05-15,completed,4031.02
103015,1030,2025-10-28,completed,659.94
103016,1019,2025-04-21,shipped,774.19
103017,1037,2023-06-10,completed,2133.82
103018,1038,2025-12-02,completed,6287.82
103019,1031,2024-03-07,completed,4351.55
103020,1026,2023-10-18,completed,1721.14
103021,1031,2025-07-18,completed,1607.7
103022,1041,2023-03-11,completed,3200.1
103023,1029,2024-09-07,completed,890.92
103024,1005,2025-02-25,completed,1712.34
103025,1002,2025-02-26,completed,3751.81
103026,1035,2025-02-15,cancelled,3432.79
103027,1016,2023-04-18,completed,2189.74
103028,1025,2024-12-13,shipped,621.03
103029,1040,2024-11-19,refunded,327.89
103030,1022,2024-03-19,completed,3949.94
103031,1001,2025-06-07,refunded,4629.41
103032,1030,2023-04-27,shipped,2524.85
103033,1008,2024-08-11,pending,6678.06
103034,1040,2025-11-28,completed,2423.76
103035,1021,2025-08-15,completed,2165.06
103036,1041,2023-02-01,refunded,1900.16
103037,1029,2024-07-15,completed,5118.82
103038,1045,2024-08-28,shipped,3440.07
103039,1047,2024-07-15,completed,3400.15
103040,1031,2023-01-26,completed,2579.76
103041,1040,2024-10-19,refunded,1886.31
103042,1025,2025-08-05,pending,4007.12
103043,1046,2023-03-17,pending,2579.59
103044,1050,2024-03-22,completed,3768.04
103045,1041,2023-06-12,shipped,2231.83
103046,1002,2023-05-12,completed,474.21
103047,1040,2024-07-19,refunded,3230.55
103048,1014,2024-04-10,completed,2626.79
103049,1038,2023-04-12,completed,3057.03
103051,1017,2024-01-13,shipped,1077.17
103052,1026,2024-10-11,shipped,1959.21
103053,1019,2023-05-05,completed,813.88
103054,1017,2023-02-03,refunded,1282.41
103056,1008,2024-12-24,cancelled,1870.97
103057,1046,2024-04-25,completed,5081.31
103058,1031,2025-06-27,shipped,1550.89
103059,1044,2024-02-22,shipped,3161.42
103060,1028,2025-05-01,cancelled,1887.48
103062,1033,2024-08-02,completed,2191.29
103063,1045,2025-01-07,pending,1685.14
103064,1004,2025-02-06,completed,1935.69
103065,1047,2023-11-25,completed,570.06
103066,1011,2023-11-04,completed,830.88
103067,1044,2024-03-09,shipped,2781.87
103068,1011,2025-11-06,cancelled,3648.71
103069,1048,2024-03-16,refunded,5885.74
103070,1048,2023-11-04,refunded,1978.25
103071,1028,2023-06-10,completed,1405.66
103072,1008,2025-05-06,cancelled,2025.85
103073,1027,2025-12-16,shipped,3810.84
103074,1007,2025-12-10,pending,3772.45
103075,1010,2024-02-04,completed,3103.35
103076,1039,2024-11-04,refunded,2536.56
103077,1038,2025-01-11,pending,7329.22
103078,1018,2023-08-25,completed,802.48
103079,1047,2025-04-19,completed,274.65
103080,1028,2025-11-01,completed,3238.65
103081,1002,2024-04-16,refunded,1632.59
103082,1008,2023-09-14,completed,4953.51
103083,1017,2025-04-14,shipped,2010.51
103084,1042,2024-06-17,completed,4399.27
103085,1050,2023-06-16,pending,2030.6
103086,1010,2023-10-31,pending,2590.29
103087,1035,2024-02-10,pending,2478.13
103088,1050,2023-09-05,completed,1057.78
103089,1021,2025-08-20,completed,897.76
103090,1001,2023-03-11,completed,3119.34
103091,1032,2023-05-30,shipped,3844.76
103092,1001,2025-03-05,completed,3825.22
103093,1019,2024-05-09,completed,571.3
103094,1011,2024-11-20,shipped,3475.98
103095,1028,2023-04-03,cancelled,2802.36
103096,1050,2025-07-08,cancelled,2137.44
103097,1042,2025-06-11,refunded,2342.1
103098,1020,2023-10-03,completed,3400.08
103099,1029,2025-11-09,completed,4970.08
103100,1017,2025-01-27,cancelled,852.3
103101,1002,2024-10-18,completed,3238.74
103102,1023,2024-07-26,completed,633.64
103103,1045,2025-10-07,completed,1998.8
103104,1011,2025-12-11,shipped,5074.75
103105,1042,2025-05-23,completed,3431.69
103106,1033,2024-01-01,completed,1144.55
103107,1001,2024-03-07,shipped,1511.86
103108,1030,2024-10-05,completed,19.59
103109,1042,2023-08-31,completed,3339.21
103110,1034,2024-04-03,completed,1889.58
103111,1012,2024-06-15,refunded,2870.69
103112,1016,2024-04-19,completed,644.28
103113,1009,2024-02-28,refunded,667.34
103114,1025,2023-12-12,shipped,926.64
103115,1024,2024-02-04,pending,2044.61
103116,1047,2023-02-22,completed,3265.0
103117,1020,2025-05-23,pending,6902.91
103118,1042,2025-07-18,completed,2071.25
103119,1002,2023-09-03,pending,1161.78
103120,1032,2023-06-27,completed,1316.9
103121,1046,2023-08-27,refunded,8239.98
103122,1020,2024-03-31,completed,5782.36
103123,1045,2025-11-04,completed,953.94
103124,1017,2025-11-16,refunded,438.96
103125,1026,2024-10-06,pending,1261.17
103126,1044,2025-12-03,completed,3992.04
103127,1014,2023-03-14,cancelled,1913.51
103128,1011,2023-10-08,pending,2278.53
103129,1017,2024-03-26,completed,1437.71
103130,1005,2023-11-07,refunded,2430.85
103131,1042,2025-10-14,completed,1216.37
103132,1007,2023-07-01,refunded,3134.69
103133,1024,2024-03-14,pending,2498.47
103134,1019,2024-03-03,completed,2836.39
103135,1013,2024-06-22,pending,4160.49
103136,1014,2024-04-25,completed,142.72
103137,1043,2024-01-04,refunded,1346.04
103138,1016,2024-08-21,pending,5902.33
103139,1012,2025-03-14,completed,682.56
103140,1030,2024-08-28,completed,5300.11
103141,1050,2024-08-11,pending,229.17
103142,1031,2025-05-20,completed,799.98
103143,1016,2024-10-15,completed,1250.98
103144,1019,2025-03-26,completed,2722.2
103145,1005,2025-09-17,shipped,108.8
103146,1025,2024-04-25,completed,827.94
103147,1050,2024-03-16,completed,658.22
103148,1040,2024-10-23,cancelled,3326.75
103149,1002,2025-03-12,pending,4132.91
103150,1041,2023-04-22,pending,2332.56
103151,1014,2024-11-26,refunded,1046.58
103152,1050,2025-07-05,completed,846.81
103153,1008,2023-12-08,completed,3573.25
103154,1013,2023-08-14,shipped,1835.77
103155,1020,2023-02-10,completed,4612.12
103156,1023,2023-07-04,cancelled,251.94
103157,1023,2024-12-23,refunded,2965.94
103158,1007,2023-04-11,completed,3897.9
103159,1034,2024-02-11,refunded,3929.7
103160,1042,2024-04-14,refunded,2598.24
103161,1045,2025-02-04,pending,2328.67
103162,1024,2024-05-24,completed,1368.0
103163,1030,2025-12-14,shipped,1352.87
103164,1026,2025-09-20,completed,2938.2
103165,1038,2023-02-19,cancelled,3918.13
103166,1026,2024-05-21,completed,879.65
103167,1015,2025-02-12,pending,3680.85
103168,1029,2024-07-06,completed,1663.86
103169,1025,2025-04-30,completed,256.3
103170,1030,2023-11-07,cancelled,3040.47
103171,1036,2025-03-12,refunded,1291.32
103172,1044,2024-10-01,pending,6029.35
103173,1043,2023-02-17,completed,2122.31
103174,1040,2023-07-24,cancelled,2270.06
103175,1042,2025-02-10,pending,1369.68
103176,1009,2025-04-12,completed,1172.44
103177,1006,2025-12-28,completed,1209.09
103178,1020,2025-10-14,pending,1196.12
103179,1002,2023-08-10,completed,705.17
103180,1049,2023-02-20,refunded,1820.12
103181,1004,2025-01-27,shipped,5714.66
103182,1045,2024-09-28,completed,2973.5
103183,1030,2023-06-21,shipped,7738.32
103184,1011,2025-09-30,completed,1869.59
103185,1013,2025-04-05,refunded,926.25
103186,1027,2024-04-21,refunded,3987.05
103187,1043,2025-04-23,cancelled,2076.51
103188,1026,2023-11-05,completed,1829.68
103189,1024,2025-04-12,completed,1717.0
103190,1008,2025-09-27,pending,4050.57
103191,1044,2024-04-27,pending,4850.33
103192,1009,2025-11-19,refunded,3282.85
103193,1030,2023-06-16,pending,5206.49
103194,1032,2025-02-08,refunded,791.6
103195,1021,2025-11-30,completed,454.12
103196,1031,2025-06-15,completed,510.9
103197,1034,2025-10-11,cancelled,256.14
103198,1032,2025-09-24,cancelled,847.95
103199,1049,2025-05-06,completed,1446.2
103200,1042,2025-06-10,cancelled,2566.74
103201,1007,2024-07-09,completed,1655.05
103202,1010,2025-01-31,cancelled,381.69
103203,1007,2024-08-17,cancelled,2316.73
103204,1007,2025-01-30,shipped,1809.51
103205,1037,2025-08-05,completed,2322.48
103206,1034,2023-10-05,shipped,3112.47
103207,1024,2025-08-28,completed,1315.26
103208,1004,2023-11-04,completed,2179.34
103209,1043,2023-01-12,cancelled,2954.3
103210,1008,2023-07-12,pending,2548.45
103211,1013,2023-05-06,pending,783.74
103212,1046,2023-05-17,cancelled,3530.09
103213,1046,2024-04-07,cancelled,3310.74
103214,1041,2024-01-30,completed,3352.44
103215,1011,2025-05-22,cancelled,1118.4
103216,1040,2025-04-05,shipped,2776.22
103217,1028,2024-02-19,shipped,352.92
103218,1041,2024-03-19,completed,1471.86
103219,1032,2023-07-29,refunded,2917.92
103220,1045,2025-02-23,shipped,2373.58
103221,1021,2024-07-21,refunded,2556.05
103222,1037,2025-08-27,completed,3663.15
103223,1037,2026-09-04,completed,5397.22
103224,1033,2023-10-28,completed,3034.98
103225,1044,2023-01-01,completed,1755.86
103226,1032,2023-04-17,shipped,7338.79
103227,1016,2025-05-21,pending,3244.28
103228,1022,2025-10-21,completed,2917.24
103229,1048,2025-03-16,refunded,153.09
103230,1046,2025-08-29,completed,2345.04
103231,1007,2024-10-11,completed,186.37
103232,1034,2024-03-14,cancelled,6282.24
103233,1001,2023-10-20,shipped,2559.39
103234,1017,2024-05-28,completed,802.8
103235,1015,2025-06-10,completed,2834.0
103236,1003,2025-01-18,refunded,4162.38
103237,1037,2025-05-18,shipped,3910.16
103238,1048,2024-01-27,completed,5560.54
103239,1036,2023-01-22,pending,447.4
103240,1024,2024-02-04,shipped,731.92
103241,1047,2023-07-12,completed,2112.57
103242,1012,2023-01-27,completed,3501.59
103243,1015,2024-07-17,pending,5452.86
103244,1041,2024-06-02,cancelled,563.92
103245,1019,2023-03-04,pending,1786.2
103246,1005,2025-07-19,completed,2606.04
103247,1026,2023-08-01,completed,4160.09
103248,1019,2023-11-10,cancelled,2158.23
103249,1029,2023-09-27,pending,148.65
103250,1027,2023-09-02,pending,1489.77
103251,1044,2023-05-08,completed,242.0
103253,1036,2024-07-22,cancelled,1076.67
103254,1045,2023-02-04,refunded,977.37
103255,1019,2024-10-10,completed,2412.43
103256,1007,2025-01-20,completed,4587.68
103257,1050,2025-04-05,refunded,2885.19
103258,1028,2023-05-06,completed,6112.66
103259,1033,2025-10-24,cancelled,5976.8
103260,1002,2023-12-20,completed,2655.59
103261,1018,2024-02-11,shipped,3780.47
103262,1043,2023-01-07,completed,978.12
103263,1045,2023-08-30,pending,1447.97
103264,1010,2023-06-26,pending,876.02
103265,1035,2023-07-05,cancelled,843.3
103266,1011,2024-10-12,cancelled,459.24
103267,1024,2023-12-13,completed,2038.21
103269,1029,2025-07-31,cancelled,2764.84
103270,1017,2024-09-22,cancelled,2956.78
103271,1021,2024-01-27,refunded,481.12
103272,1027,2024-09-27,pending,24.15
103273,1041,2023-12-31,completed,2412.72
103274,1038,2025-04-27,refunded,3526.41
103275,1035,2024-02-13,completed,811.51
103276,1040,2025-06-19,completed,745.08
103277,1046,2025-01-14,refunded,1201.83
103278,1014,2025-07-09,cancelled,1690.04
103279,1011,2023-03-17,pending,1095.52
103280,1018,2024-03-07,pending,254.82
103281,1037,2024-08-14,completed,5097.37
103282,1009,2025-10-28,refunded,2740.15
103283,1029,2024-07-04,shipped,212.15
