item_id,order_id,product_id,quantity,unit_price
17271,105853,P020,9,126.17
17272,105854,P021,9,96.78
17273,105854,P009,2,279.64
17274,105854,P022,5,87.03
17275,105854,P009,10,33.91
17276,105854,P021,8,215.15
17277,105855,P005,2,133.78
17278,105855,P013,10,288.73
17279,105855,P018,3,133.91
17280,105855,P012,1,288.68
17281,105855,P002,1,256.0
17282,105856,P017,2,55.91
17283,105856,P014,3,296.64
17284,105856,P010,2,88.46
17285,105856,P018,5,285.08
17286,105857,P008,4,182.75
17287,105857,P023,1,55.51
17288,105857,P024,4,194.59
17289,105857,P003,5,187.87
17290,105858,P018,7,20.76
17291,105858,P017,8,81.18
17292,105858,P001,3,244.92
17293,105858,P008,4,15.79
17294,105858,P007,4,213.53
17295,105859,P004,2,225.59
17296,105860,P005,9,154.14
17297,105861,P024,1,141.56
17298,105861,P014,6,92.3
17299,105861,P009,1,242.06
17300,105861,P019,1,69.85
17301,105862,P011,4,283.37
17302,105862,P008,5,77.0
17303,105862,P017,2,69.45
17304,105862,P018,5,192.44
17305,105862,P012,8,12.55
17306,105863,P002,5,59.43
17307,105863,P024,10,185.16
17308,105863,P010,9,294.77
17309,105863,P009,1,109.36
17310,105863,P025,1,273.78
17311,105864,P003,10,11.6
17312,105864,P006,5,193.63
17313,105864,P003,4,297.64
17314,105864,P016,8,24.46
17315,105865,P021,4,125.07
17316,105865,P007,9,75.67
17317,105865,P003,2,166.33
17318,105866,P005,10,23.89
17319,105866,P023,3,80.46
17320,105866,P024,1,12.68
17321,105867,P001,8,145.5
17322,105867,P010,2,212.92
17323,105867,P003,8,147.71
17324,105867,P007,9,16.4
17325,105867,P007,10,270.61
17326,105868,P015,6,214.94
17327,105869,P013,5,62.89
17328,105869,P023,9,140.36
17329,105870,P008,3,10.13
17330,105870,P003,2,203.01
17331,105870,P024,5,217.78
17332,105870,P001,5,242.15
17333,105871,P022,6,295.41
17334,105871,P011,1,26.15
17335,105871,P021,3,287.99
17336,105871,P006,8,33.61
17337,105871,P015,5,135.28
17338,105872,P002,5,249.34
17339,105872,P023,1,61.45
17340,105873,P025,4,279.11
17341,105873,P024,4,162.52
17342,105873,P012,7,104.48
17343,105873,P019,7,232.25
17344,105874,P024,10,105.96
17345,105874,P006,2,146.9
17346,105874,P006,2,235.59
17347,105875,P024,1,61.63
17348,105875,P015,7,95.55
17349,105876,P013,6,217.99
17350,105876,P004,6,288.15
17351,105876,P022,9,113.03
17352,105876,P015,5,199.32
17353,105877,P014,6,69.25
17354,105877,P025,1,41.58
17355,105877,P011,4,144.75
17356,105878,P004,6,114.46
17357,105878,P025,8,76.64
17358,105878,P018,4,88.07
17359,105878,P012,6,175.81
17360,105878,P020,6,281.2
17361,105879,P024,2,158.79
17362,105879,P014,2,233.48
17363,105879,P014,8,102.57
17364,105879,P023,4,225.56
17365,105881,P014,10,195.77
17366,105881,P004,1,297.74
17367,105881,P005,2,283.7
17368,105882,P022,10,294.12
17369,105882,P010,5,209.68
17370,105882,P007,10,210.61
17371,105883,P022,7,220.93
17372,105883,P015,9,233.26
17373,105883,P013,3,278.23
17374,105883,P007,4,115.4
17375,105884,P023,5,251.22
17376,105884,P015,2,234.37
17377,105885,P017,4,29.48
17378,105886,P004,4,74.09
17379,105886,P004,10,166.69
17380,105886,P008,4,228.86
17381,105887,P005,2,14.8
17382,105888,P024,8,248.14
17383,105888,P024,9,177.47
17384,105888,P010,10,282.39
17385,105888,P007,9,32.08
17386,105888,P021,3,241.05
17387,105889,P006,8,212.86
17388,105890,P003,4,238.16
17389,105890,P021,8,299.91
17390,105890,P018,9,128.81
17391,105890,P020,7,282.96
17392,105890,P024,8,118.73
17393,105891,P001,3,233.09
17394,105891,P010,3,72.81
17395,105891,P020,6,215.84
17396,105891,P002,4,125.96
17397,105891,P024,3,21.19
17398,105892,P010,10,104.58
17399,105892,P017,3,62.4
17400,105892,P011,1,55.5
17401,105892,P017,6,114.1
17402,105893,P025,5,283.94
17403,105893,P010,3,178.9
17404,105893,P002,7,233.74
17405,105894,P006,3,77.75
17406,105894,P015,4,162.61
17407,105894,P021,5,9.51
17408,105895,P003,7,210.4
17409,105895,P005,1,289.57
17410,105896,P013,1,162.49
17411,105897,P011,9,35.07
17412,105897,P012,4,133.49
17413,105898,P022,10,285.22
17414,105899,P003,7,253.38
17415,105899,P007,8,155.88
17416,105899,P015,9,24.27
17417,105899,P025,1,77.81
17418,105900,P023,4,161.8
17419,105900,P014,9,153.14
17420,105900,P020,9,272.03
17421,105900,P014,10,144.36
17422,105900,P024,7,6.93
17423,105901,P001,5,176.73
17424,105901,P011,1,59.58
17425,105901,P001,8,174.53
17426,105901,P006,2,236.59
17427,105902,P014,4,277.34
17428,105902,P025,4,92.05
17429,105902,P003,7,136.88
17430,105903,P011,3,16.54
17431,105903,P015,1,44.86
17432,105903,P025,6,87.44
17433,105904,P777,9,47.3
17434,105905,P006,10,206.56
17435,105905,P007,6,216.51
17436,105905,P010,5,260.93
17437,105905,P010,5,122.67
17438,105906,P001,1,201.01
17439,105906,P023,3,246.01
17440,105906,P016,9,146.19
17441,105907,P016,8,208.27
17442,105907,P014,8,207.99
17443,105907,P018,5,276.31
17444,105908,P010,6,294.94
17445,105909,P002,6,76.93
17446,105909,P020,3,133.64
17447,105909,P012,4,110.7
17448,105910,P005,2,240.57
17449,105910,P025,5,66.94
17450,105910,P016,1,17.29
17451,105910,P004,2,85.67
17452,105910,P023,1,172.59
17453,105911,P008,2,170.17
17454,105911,P014,7,135.56
17455,105911,P004,1,6.15
17456,105911,P021,3,157.7
17457,105911,P025,4,298.22
17458,105912,P015,8,225.2
17459,105912,P025,2,156.04
17460,105913,P001,4,8.01
17461,105913,P022,4,78.56
17462,105913,P005,6,94.51
17463,105913,P005,8,176.46
17464,105914,P020,5,194.35
17465,105914,P016,9,93.02
17466,105915,P014,4,127.07
17467,105915,P014,6,86.48
17468,105915,P025,9,64.1
17469,105915,P023,1,95.0
17470,105915,P017,10,236.24
17471,105916,P022,7,185.77
17472,105916,P006,7,104.28
17473,105917,P004,5,247.86
17474,105918,P008,6,79.41
17475,105918,P025,5,282.09
17476,105918,P023,9,26.48
17477,105919,P004,9,156.96
17478,105920,P021,1,176.89
17479,105920,P025,3,241.37
17480,105920,P021,9,50.22
17481,105921,P004,5,229.01
17482,105921,P002,1,79.95
17483,105921,P017,3,237.14
17484,105921,P001,1,46.55
17485,105921,P016,8,199.01
17486,105922,P023,7,221.24
17487,105922,P024,4,57.64
17488,105922,P018,7,130.81
17489,105922,P020,10,28.44
17490,105923,P001,9,280.31
17491,105923,P015,8,124.79
17492,105923,P015,2,137.55
17493,105924,P015,7,299.56
17494,105925,P006,10,107.0
17495,105925,P025,1,211.97
17496,105926,P019,3,46.0
17497,105926,P016,3,76.97
17498,105927,P020,8,15.25
17499,105928,P004,9,279.04
17500,105928,P008,6,16.16
17501,105928,P013,10,118.96
17502,105929,P004,10,215.98
17503,105929,P016,7,193.56
17504,105930,P010,8,98.13
17505,105930,P005,2,292.34
17506,105931,P005,3,130.19
17507,105931,P015,1,144.49
17508,105931,P009,7,283.11
17509,105931,P019,10,187.93
17510,105931,P003,6,231.92
17511,105932,P999,6,34.26
17512,105932,P001,1,62.27
17513,105932,P020,10,142.41
17514,105933,P007,9,150.41
17515,105934,P014,1,97.8
17516,105934,P025,9,71.05
17517,105934,P003,3,112.08
17518,105934,P007,9,288.91
17519,105935,P021,10,82.43
17520,105935,P011,5,46.1
17521,105936,P005,8,72.03
17522,105937,P013,4,118.94
17523,105937,P001,2,89.43
17524,105938,P002,4,106.79
17525,105938,P025,8,147.56
17526,105939,P019,6,153.2
17527,105939,P015,5,58.96
17528,105940,P023,2,58.79
17529,105940,P010,4,22.27
17530,105941,P019,7,102.76
17531,105941,P014,10,24.03
17532,105942,P024,2,120.66
17533,105943,P013,2,82.16
17534,105944,P013,9,265.27
17535,105944,P023,8,118.91
17536,105944,P025,8,26.83
17537,105944,P015,8,87.53
17538,105944,P017,2,57.52
17539,105945,P016,3,109.94
17540,105945,P025,10,53.62
17541,105945,P001,2,295.65
17542,105945,P004,7,179.58
17543,105945,P005,4,138.58
17544,105946,P020,2,233.25
17545,105946,P008,7,290.27
17546,105946,P007,7,115.37
17547,105946,P006,1,14.71
17548,105946,P025,5,255.3
17549,105947,P006,2,232.22
17550,105947,P022,4,46.26
17551,105947,P012,10,81.53
17552,105949,P002,6,70.95
17553,105949,P005,5,172.98
17554,105949,P022,4,141.65
17555,105949,P016,1,123.47
17556,105950,P005,6,294.93
17557,105950,P008,4,29.6
17558,105950,P023,3,261.77
17559,105950,P009,6,63.91
17560,105950,P003,10,260.07
17561,105951,P002,2,164.75
17562,105951,P022,7,195.8
17563,105951,P003,1,201.55
17564,105952,P004,2,37.41
17565,105952,P003,3,166.03
17566,105953,P006,3,33.67
17567,105953,P009,2,20.86
17568,105953,P019,9,54.24
17569,105953,P008,6,175.04
17570,105954,P011,4,22.59
17571,105956,P006,9,141.14
17572,105956,P016,3,247.21
17573,105956,P002,6,151.59
17574,105956,P018,8,79.47
17575,105956,P017,5,298.01
17576,105957,P017,4,99.71
17577,105957,P003,3,294.96
17578,105957,P019,8,191.41
17579,105958,P005,9,265.11
17580,105958,P008,10,121.87
17581,105960,P006,9,175.14
17582,105960,P025,5,58.36
17583,105961,P001,7,212.13
17584,105962,P006,10,292.06
17585,105962,P010,3,168.83
17586,105962,P001,5,68.96
17587,105962,P005,4,121.53
17588,105963,P012,4,221.67
17589,105963,P004,2,179.96
17590,105963,P016,6,109.48
17591,105963,P015,5,211.49
17592,105963,P009,6,265.15
17593,105964,P010,8,224.04
17594,105964,P023,2,279.36
17595,105964,P021,7,136.68
17596,105965,P018,10,12.32
17597,105965,P003,1,58.09
17598,105965,P011,10,271.31
17599,105965,P010,1,164.9
17600,105965,P014,7,129.4
17601,105966,P023,10,56.6
17602,105967,P017,2,27.49
17603,105967,P003,5,217.45
17604,105967,P016,7,200.65
17605,105967,P010,9,163.17
17606,105968,P020,3,87.15
17607,105968,P004,2,163.7
17608,105968,P024,4,48.35
17609,105968,P018,4,90.83
17610,105969,P024,6,126.27
17611,105969,P021,9,122.9
17612,105970,P003,7,14.3
17613,105970,P021,9,135.88
17614,105971,P010,7,213.99
17615,105971,P023,6,247.89
17616,105971,P004,9,106.66
17617,105972,P019,4,61.04
17618,105972,P019,5,138.1
17619,105972,P009,7,108.14
17620,105973,P013,3,72.06
17621,105973,P011,5,242.75
17622,105973,P005,1,149.7
17623,105974,P018,10,152.55
17624,105974,P024,6,119.08
17625,105974,P005,5,293.66
17626,105974,P021,1,187.31
17627,105974,P015,6,238.06
17628,105975,P010,10,123.59
17629,105975,P024,10,109.59
17630,105975,P002,7,221.41
17631,105975,P010,4,242.43
17632,105976,P005,10,5.79
17633,105976,P016,9,192.33
17634,105976,P025,5,160.65
17635,105977,P020,2,31.87
17636,105977,P025,4,20.4
17637,105977,P013,6,92.49
17638,105977,P013,4,230.78
17639,105977,P014,5,32.69
17640,105978,P004,1,278.67
17641,105978,P004,4,75.37
17642,105979,P006,9,67.6
17643,105979,P009,4,129.42
17644,105980,P009,5,190.32
17645,105980,P013,9,108.69
17646,105980,P005,6,194.86
17647,105980,P025,4,121.12
17648,105981,P014,8,93.59
17649,105981,P016,7,150.4
17650,105981,P024,5,107.2
17651,105981,P013,6,247.02
17652,105981,P005,4,129.35
17653,105982,P002,9,91.39
17654,105982,P015,8,129.45
17655,105982,P011,9,239.76
17656,105982,P012,6,129.8
17657,105982,P001,3,221.0
17658,105983,P016,5,203.84
17659,105983,P019,8,173.64
17660,105983,P016,3,207.28
17661,105984,P003,8,67.0
17662,105985,P020,5,250.31
17663,105985,P017,8,200.2
17664,105985,P014,2,45.65
17665,105986,P006,2,257.51
17666,105986,P014,6,54.26
17667,105986,P001,10,123.85
17668,105986,P003,2,85.82
17669,105986,P020,1,82.48
17670,105987,P001,5,85.52
17671,105987,P018,6,163.89
17672,105988,P006,9,149.13
17673,105989,P001,2,97.45
17674,105989,P003,5,198.67
17675,105989,P008,9,60.77
17676,105989,P003,6,209.51
17677,105990,P009,3,85.28
17678,105991,P017,9,272.43
17679,105992,P001,9,213.82
17680,105992,P023,3,103.18
17681,105993,P010,8,151.59
17682,105994,P015,2,173.75
17683,105994,P020,4,252.61
17684,105994,P007,6,233.79
17685,105994,P006,9,232.21
17686,105995,P018,2,225.87
17687,105995,P021,4,141.31
17688,105995,P024,8,251.69
17689,105995,P018,1,141.49
17690,105995,P004,6,202.3
17691,105996,P006,5,192.22
17692,105996,P024,9,255.07
17693,105996,P999,1,45.19
17694,105996,P006,2,150.69
17695,105996,P001,5,240.98
17696,105997,P021,5,290.26
17697,105997,P014,8,111.67
17698,105997,P006,9,162.25
17699,105997,P014,4,292.75
17700,105997,P016,10,295.46
17701,105998,P022,2,162.42
17702,105998,P021,3,77.42
17703,105999,P021,2,283.15
17704,105999,P013,5,45.86
17705,105999,P005,9,120.4
17706,105999,P025,6,235.48
17707,106000,P015,2,48.43
17708,106000,P023,8,64.75
17709,106001,P021,10,61.1
17710,106001,P001,5,21.35
17711,106002,P007,1,201.53
17712,106002,P021,10,222.69
17713,106002,P010,4,57.89
17714,106003,P004,8,14.1
17715,106003,P011,7,174.64
17716,106003,P023,3,56.97
17717,106004,P009,6,81.08
17718,106004,P003,10,187.84
17719,106004,P999,4,12.91
17720,106004,P011,5,147.6
17721,106004,P020,4,250.77
17722,106005,P023,6,280.25
17723,106005,P014,10,232.09
17724,106006,P005,5,246.56
17725,106006,P004,10,34.43
17726,106006,P009,1,76.81
17727,106006,P020,8,71.37
17728,106007,P020,7,18.09
17729,106008,P011,3,55.47
17730,106008,P022,7,137.37
17731,106008,P024,8,56.26
17732,106008,P007,10,206.88
17733,106008,P016,2,177.3
17734,106009,P018,4,59.52
17735,106009,P003,1,194.64
17736,106009,P016,7,150.12
17737,106009,P024,10,90.0
17738,106009,P016,4,43.53
17739,106010,P025,3,206.73
17740,106010,P012,4,174.77
17741,106010,P015,1,218.27
17742,106010,P003,7,117.47
17743,106011,P005,6,15.12
17744,106011,P014,1,65.39
17745,106011,P007,9,50.73
17746,106011,P007,2,279.64
17747,106011,P011,6,180.67
17748,106012,P008,2,292.4
17749,106012,P005,7,107.06
17750,106013,P025,8,35.56
17751,106013,P002,2,12.44
17752,106013,P024,8,273.74
17753,106014,P012,9,186.56
17754,106015,P018,1,28.91
17755,106015,P005,10,108.73
17756,106015,P006,2,277.42
17757,106015,P011,8,188.45
17758,106016,P013,4,279.34
17759,106016,P003,8,111.1
17760,106016,P017,7,284.59
17761,106017,P014,8,194.06
17762,106017,P018,10,129.05
17763,106018,P025,8,52.01
17764,106019,P017,8,225.7
17765,106019,P021,6,37.3
17766,106019,P001,4,181.65
17767,106020,P004,2,147.64
17768,106020,P014,6,236.75
17769,106021,P011,3,261.45
17770,106021,P025,8,34.28
17771,106022,P005,1,169.37
17772,106022,P010,5,270.14
17773,106022,P013,2,148.21
17774,106022,P021,1,38.5
17775,106023,P020,8,106.74
17776,106023,P008,1,42.67
17777,106023,P025,5,187.61
17778,106023,P004,3,232.68
17779,106023,P006,6,57.94
17780,106024,P001,5,219.46
17781,106024,P020,8,133.32
17782,106024,P005,9,24.45
17783,106024,P024,10,9.65
17784,106025,P022,10,13.91
17785,106025,P002,4,152.78
17786,106025,P015,8,296.73
17787,106025,P012,1,59.42
17788,106026,P024,3,122.47
17789,106027,P018,10,7.47
17790,106027,P001,6,253.73
17791,106027,P015,9,251.53
17792,106027,P006,1,215.43
17793,106027,P001,1,110.15
17794,106028,P009,5,153.77
17795,106028,P024,4,217.34
17796,106028,P016,6,84.31
17797,106028,P006,7,296.15
17798,106028,P012,10,63.18
17799,106029,P020,5,204.52
17800,106029,P014,6,281.4
17801,106029,P008,4,22.93
17802,106029,P017,8,198.0
17803,106029,P017,1,68.21
17804,106030,P022,9,224.88
17805,106031,P004,9,291.62
17806,106031,P025,4,151.46
17807,106031,P014,4,267.5
17808,106032,P020,10,88.03
17809,106032,P025,6,147.61
17810,106032,P005,3,150.98
17811,106032,P006,10,104.74
17812,106033,P006,2,49.09
17813,106034,P002,8,100.22
17814,106034,P018,7,216.33
17815,106034,P022,2,187.89
17816,106034,P007,10,141.58
17817,106034,P017,9,192.0
17818,106035,P018,1,24.65
17819,106035,P015,5,173.72
17820,106036,P022,1,54.64
17821,106036,P013,1,220.8
17822,106037,P013,4,162.26
17823,106037,P019,3,223.32
17824,106037,P025,1,64.73
17825,106038,P002,5,16.52
17826,106038,P020,3,67.05
17827,106038,P017,6,297.8
17828,106038,P025,2,28.38
17829,106038,P020,3,194.59
17830,106039,P004,1,103.53
17831,106039,P021,2,7.51
17832,106039,P001,6,161.24
17833,106039,P005,7,238.33
17834,106040,P009,5,292.32
17835,106041,P006,2,219.82
17836,106041,P016,9,128.07
17837,106041,P006,9,293.51
17838,106041,P004,8,31.77
17839,106043,P020,4,185.65
17840,106043,P009,7,212.08
17841,106043,P024,2,49.67
17842,106044,P016,10,283.14
17843,106044,P024,7,184.01
17844,106045,P003,10,108.07
17845,106045,P022,2,33.96
17846,106045,P019,2,234.96
17847,106045,P008,4,103.89
17848,106046,P009,5,96.76
17849,106046,P014,9,53.42
17850,106046,P016,1,30.0
17851,106046,P010,1,78.57
17852,106046,P024,6,266.67
17853,106047,P019,9,152.41
17854,106047,P024,10,43.09
17855,106048,P018,2,184.84
17856,106049,P011,4,186.0
17857,106049,P023,5,84.93
17858,106050,P022,5,216.06
17859,106050,P022,6,20.01
17860,106051,P012,1,176.2
17861,106051,P003,2,226.7
17862,106051,P004,9,197.6
17863,106051,P010,3,165.65
17864,106052,P017,6,158.27
17865,106052,P019,1,115.53
17866,106052,P021,8,65.66
17867,106053,P015,2,242.21
17868,106054,P020,7,202.0
17869,106054,P007,10,297.45
17870,106054,P022,5,187.32
17871,106055,P010,4,153.91
17872,106055,P016,9,174.76
17873,106055,P002,10,155.19
17874,106055,P024,8,26.68
17875,106056,P008,6,98.14
17876,106057,P017,4,116.83
17877,106057,P025,6,243.87
17878,106057,P016,5,201.12
17879,106058,P003,8,96.55
17880,106058,P015,8,193.84
17881,106058,P013,9,7.03
17882,106058,P024,7,122.44
17883,106059,P009,4,161.16
17884,106059,P022,2,115.75
17885,106059,P016,1,232.78
17886,106059,P012,3,42.91
17887,106059,P008,1,102.54
17888,106060,P013,5,59.56
17889,106060,P004,10,44.35
17890,106060,P025,10,96.96
17891,106060,P019,6,287.38
17892,106061,P003,9,123.92
17893,106062,P012,6,243.2
17894,106062,P011,3,23.44
17895,106062,P007,3,262.94
17896,106062,P017,8,241.22
17897,106062,P024,9,71.27
17898,106063,P015,6,65.81
17899,106063,P012,8,295.68
17900,106063,P002,2,220.08
17901,106064,P004,5,174.12
17902,106064,P016,9,228.84
17903,106064,P023,6,148.83
17904,106065,P025,7,292.69
17905,106065,P013,10,154.49
17906,106065,P001,8,285.44
17907,106065,P018,3,145.11
17908,106065,P024,5,74.62
17909,106066,P001,3,89.4
17910,106068,P002,6,38.64
17911,106068,P012,10,208.92
17912,106068,P011,3,32.43
17913,106069,P019,5,106.13
17914,106070,P001,2,168.57
17915,106070,P025,1,232.01
17916,106070,P005,9,243.06
17917,106071,P013,6,115.5
17918,106071,P015,8,248.9
17919,106071,P010,2,203.66
17920,106071,P006,1,238.05
17921,106072,P019,9,77.84
17922,106073,P025,8,121.94
17923,106074,P018,8,230.14
17924,106074,P017,5,92.3
17925,106074,P002,3,180.29
17926,106074,P013,5,272.45
17927,106075,P015,7,220.64
17928,106075,P023,1,71.1
17929,106076,P019,1,81.2
17930,106076,P004,3,282.82
17931,106076,P023,5,276.29
17932,106076,P020,1,21.0
17933,106077,P020,9,234.98
17934,106077,P015,10,74.15
17935,106077,P025,8,41.46
17936,106077,P021,2,165.9
17937,106077,P013,7,292.79
17938,106078,P014,8,39.05
17939,106079,P024,5,93.92
17940,106079,P012,4,246.55
17941,106079,P021,4,203.28
17942,106080,P008,1,154.65
17943,106080,P010,4,289.76
17944,106080,P021,9,193.41
17945,106080,P011,9,259.14
17946,106081,P005,7,26.82
17947,106082,P001,10,247.68
17948,106083,P018,1,70.78
17949,106083,P013,3,87.88
17950,106084,P006,10,276.98
17951,106084,P019,5,39.71
17952,106085,P015,5,128.38
17953,106085,P016,6,240.33
17954,106085,P018,4,264.44
17955,106085,P006,6,285.04
17956,106085,P017,7,80.57
17957,106086,P025,4,53.72
17958,106086,P014,3,215.98
17959,106086,P024,9,199.9
17960,106086,P010,2,251.33
17961,106086,P021,7,75.21
17962,106087,P018,1,193.62
17963,106087,P020,8,186.01
17964,106088,P011,9,255.82
17965,106088,P006,4,106.97
17966,106088,P017,10,199.15
17967,106088,P022,4,132.95
17968,106089,P010,6,172.09
17969,106089,P013,4,243.73
17970,106089,P004,10,238.98
17971,106090,P025,6,166.19
17972,106091,P022,3,27.1
17973,106091,P007,10,59.47
17974,106091,P003,9,177.07
17975,106091,P011,3,21.19
17976,106092,P024,8,128.8
17977,106092,P006,10,261.56
17978,106093,P023,7,277.39
17979,106094,P020,1,62.36
17980,106094,P017,2,291.34
17981,106094,P001,3,121.71
17982,106095,P022,9,62.01
17983,106095,P008,9,250.72
17984,106096,P020,2,126.34
17985,106096,P024,5,86.3
17986,106096,P888,6,21.58
17987,106096,P005,6,84.37
17988,106097,P020,9,140.47
17989,106097,P024,10,50.99
17990,106098,P016,1,229.78
17991,106099,P009,7,89.99
17992,106100,P011,5,244.54
17993,106100,P009,3,116.01
17994,106101,P022,5,124.15
17995,106101,P025,2,115.89
17996,106101,P021,5,239.54
17997,106102,P008,7,157.81
17998,106102,P018,8,122.76
17999,106102,P024,7,299.61
18000,106102,P008,6,296.18
18001,106103,P016,3,197.61
18002,106104,P008,6,228.91
18003,106104,P010,7,258.18
18004,106104,P007,2,250.84
18005,106104,P008,3,159.15
18006,106104,P005,5,89.71
18007,106105,P006,2,108.0
18008,106105,P012,1,223.77
18009,106105,P001,2,46.26
18010,106106,P012,3,174.37
18011,106106,P021,5,82.81
18012,106106,P009,9,194.15
18013,106106,P021,4,105.11
18014,106107,P021,9,162.52
18015,106108,P025,6,164.96
18016,106109,P011,10,264.03
18017,106110,P024,10,121.81
18018,106110,P012,10,35.7
18019,106111,P003,7,16.9
18020,106111,P020,4,142.68
18021,106111,P011,10,128.98
18022,106111,P022,3,272.15
18023,106111,P017,8,135.74
18024,106112,P023,7,162.83
18025,106112,P004,10,289.92
18026,106112,P004,6,212.34
18027,106112,P001,9,272.29
18028,106113,P024,8,281.72
18029,106113,P006,7,31.11
18030,106114,P002,6,148.71
18031,106115,P004,7,185.2
18032,106115,P010,9,263.81
18033,106116,P019,9,237.06
18034,106116,P016,6,199.46
18035,106116,P012,6,37.03
18036,106116,P013,8,239.6
18037,106116,P014,2,202.92
18038,106117,P004,4,261.82
18039,106117,P014,8,5.75
18040,106118,P016,5,150.15
18041,106118,P002,3,192.26
18042,106118,P018,9,291.94
18043,106118,P005,9,142.71
18044,106119,P022,8,155.79
18045,106119,P008,2,174.68
18046,106119,P021,4,280.69
18047,106119,P002,8,68.92
18048,106120,P002,9,54.97
18049,106120,P010,10,190.15
18050,106120,P017,4,98.86
18051,106120,P021,9,70.29
18052,106121,P005,10,225.14
18053,106121,P017,5,121.65
18054,106121,P009,1,105.45
18055,106122,P025,6,224.93
18056,106122,P009,8,239.92
18057,106123,P022,1,287.47
18058,106123,P019,8,142.77
18059,106123,P020,3,250.62
18060,106124,P008,8,39.75
18061,106124,P003,1,276.69
18062,106125,P007,3,29.32
18063,106125,P015,9,265.23
18064,106125,P012,10,208.32
18065,106126,P019,4,116.67
18066,106126,P021,10,158.56
18067,106126,P020,6,114.38
18068,106126,P017,4,77.39
18069,106126,P003,5,229.63
18070,106127,P014,2,218.42
18071,106128,P017,10,83.98
18072,106129,P017,4,299.36
18073,106129,P001,4,246.47
18074,106130,P023,6,211.96
18075,106130,P008,1,204.58
18076,106130,P002,7,274.99
18077,106131,P004,5,119.79
18078,106131,P009,6,259.78
18079,106131,P003,7,38.41
18080,106131,P012,10,260.06
18081,106131,P017,2,6.36
18082,106132,P007,4,236.54
18083,106132,P003,1,163.26
18084,106132,P015,9,214.5
18085,106133,P021,8,127.9
18086,106133,P009,6,17.68
18087,106133,P005,3,57.11
18088,106133,P022,1,216.21
18089,106134,P006,4,236.38
18090,106134,P012,5,57.35
18091,106135,P002,4,280.57
18092,106136,P020,5,294.23
18093,106136,P011,8,213.94
18094,106136,P011,3,266.7
18095,106136,P019,8,188.82
18096,106136,P004,9,54.55
18097,106137,P016,1,19.28
18098,106137,P006,4,285.92
18099,106137,P003,8,240.19
18100,106138,P023,4,274.43
18101,106138,P015,9,258.99
18102,106138,P019,7,86.64
18103,106139,P010,5,231.59
18104,106139,P024,10,179.35
18105,106139,P003,8,138.21
18106,106139,P001,1,91.66
18107,106139,P011,4,74.45
18108,106140,P011,4,120.44
18109,106140,P015,2,270.41
18110,106141,P021,7,252.25
18111,106141,P001,9,209.98
18112,106141,P004,8,189.09
18113,106141,P010,7,255.63
18114,106142,P006,2,116.09
18115,106142,P021,7,178.45
18116,106143,P021,8,251.23
18117,106143,P015,1,161.45
18118,106143,P012,3,11.47
18119,106143,P009,10,83.2
18120,106144,P011,3,164.71
18121,106144,P007,2,5.85
18122,106144,P013,4,267.91
18123,106144,P007,9,80.05
18124,106144,P012,5,103.39
18125,106145,P012,4,177.11
18126,106145,P012,4,209.06
18127,106145,P023,2,79.96
18128,106145,P019,9,276.64
18129,106145,P008,2,253.08
18130,106146,P003,4,223.12
18131,106146,P001,5,190.14
18132,106146,P024,8,139.66
18133,106148,P006,2,175.23
18134,106148,P004,7,12.97
18135,106148,P015,1,277.55
18136,106149,P999,2,42.86
18137,106149,P013,5,168.94
18138,106149,P025,10,110.41
18139,106149,P012,8,123.69
18140,106149,P020,5,44.74
18141,106150,P003,3,298.77
18142,106150,P004,6,173.97
18143,106151,P015,7,119.68
18144,106151,P002,2,153.19
18145,106151,P022,10,10.06
18146,106151,P022,2,154.33
18147,106152,P017,1,19.7
18148,106152,P006,3,250.14
18149,106152,P023,10,77.83
18150,106152,P009,3,214.52
18151,106152,P020,6,199.89
18152,106153,P021,7,20.57
18153,106153,P004,7,79.17
18154,106154,P022,8,101.39
18155,106154,P009,4,168.95
18156,106154,P014,3,36.9
18157,106154,P024,8,204.63
18158,106155,P005,1,58.87
18159,106155,P024,3,134.38
18160,106155,P002,9,224.8
18161,106155,P020,3,12.05
18162,106156,P015,10,162.03
18163,106157,P012,1,63.7
18164,106158,P023,4,182.58
18165,106158,P022,6,37.51
18166,106159,P016,10,58.6
18167,106159,P014,10,89.0
18168,106159,P014,3,285.2
18169,106160,P016,10,116.23
18170,106160,P011,4,277.18
18171,106160,P017,3,286.93
18172,106160,P020,4,122.77
18173,106160,P012,8,59.93
18174,106161,P025,4,242.21
18175,106161,P016,2,223.53
18176,106162,P002,2,17.22
18177,106162,P024,3,55.37
18178,106162,P001,6,25.97
18179,106163,P023,8,93.59
18180,106164,P014,8,110.63
18181,106164,P011,9,170.44
18182,106164,P020,3,98.64
18183,106164,P025,2,278.34
18184,106164,P011,7,14.61
18185,106165,P999,3,37.8
18186,106165,P018,7,266.55
18187,106165,P024,4,290.99
18188,106166,P001,2,216.9
18189,106167,P008,7,254.28
18190,106168,P011,2,70.6
18191,106168,P002,6,274.26
18192,106169,P025,5,208.8
18193,106169,P017,6,152.31
18194,106169,P014,3,79.37
18195,106169,P016,4,116.72
18196,106170,P012,3,219.25
18197,106170,P019,8,162.09
18198,106170,P009,6,51.96
18199,106170,P003,6,157.69
18200,106170,P006,1,42.81
18201,106171,P888,6,22.23
